,"OUR COMMITMENT //
At Sasol, we acknowledge the socio-economic need to proactively develop, support
and contribute to the sustainability of small, medium and micro enterprises (SMMEs)
as well as firms owned by historically disadvantaged persons (HDPs), particularly in
the areas where we operate. We leverage our supply chain to advance this
transformation imperative, thereby ensuring the integration of SMMEs and HDP-
owned firms into the mainstream of our business.",,None
,,,
,,,
,,,
,,),
,,,
,,,
