"OUR COMMITMENT //
We recognise our responsibility to uphold and respect human rights and ensure the integration
of human rights into our business practices. The UN Guiding Principles (UNGP) on Business and
Human Rights (BHR) define salient issues as ‘the human rights that are most at risk of the most
severe negative impacts through a company’s activities or business relationships’. We have
identified the following as our salient human rights issues:
1. Respecting diversity.
2. Safe and healthy working environment.
3. Supply chain related risks including modern slavery.
4. Respecting the rights of local communities.
5. Managing Sasol’s environmental ‘footprint’.","OUR COMMITMENT //
We recognise our responsibility to uphold and respect human rights and ensure the integration",None,None,,None
,,,,,
,,ts and ensure the integration,,,
,,,,,
,,,,,
