"OUR COMMITMENT //
We are committed to ensuring sustainability and accelerating our
progress towards achieving a net zero ambition by 2050. We are
following an agile approach, offering optionality and flexibility
in the long term in how we achieve our 2050 ambition. By 2030,
we aim to decrease absolute scope 1 and 2 greenhouse gas
(GHG) emissions by 30% for the Sasol Energy and international
Chemicals businesses and to reduce scope 3, Category 11 (use of
sold products) emissions by 20% for Sasol Energy.","OUR COMMITMENT //
We are committed to ensuring sustainability and accelerating our",None,None,,None
,,,,,
,,accelerating our,,,
,,,,,
,,,,,
