None,None,,None,None,None
,,15 969,,,
,,3 230 783,,,
,,3 161 176,,,
,,,,,
,,10 868 959,,,
,,87 601,,,
,,4 602 811,,,
,,40 609,,,
,,182 565,,,
,,719 332,,,
,,6 692,,,
,,34 714,,,
,,1 075,,,
,,31 841,,,
,,23 740,,,
,,100,,,
,,–,,,
,,7 077 349,,,
ELECTRICITY,,,,,
,,202 452,,,
,,46 767,,,
,,155 685,,,
,,450 722,,,
,,162 946,,,
,,606 407,,,
,,74.3,,,
,,762 092,,,
,,0.451,,,
,,0.445,,,
ENERGY,,,,,
,,21 521 435,,,
,,5 031 128,,,
,,26 552 564,,,
,,560 466,,,
,,27 113 030,,,
,,79.41,,,
,,16.63,,,
,,15.92,,,
