1,0,0,2,0,0,2,0,0,0,3,2,5
7,3,2,9,4,0,4,10,2,0,23,18,41
3,1,1,2,18,1,3,10,0,0,7,32,39
1,0,0,0,4,0,0,3,0,0,1,7,8
0,0,0,1,1,0,0,0,0,0,1,1,2
4,0,0,0,0,0,0,0,0,0,4,0,4
16,4,3,14,27,1,9,23,2,0,39,60,99
3,0,0,3,4,0,1,5,1,0,7,10,17
19,4,3,17,31,1,10,28,3,0,46,70,116
