599,335
889,1 004
802,795
1 797,205
110 099,109 023
90,61
16 097,15 903
7 897,7 516
1 292,1 464
607,326
8 757,9 406
16,16
62 630,42 198
1 055 133,1 231 024
4 394 892,4 020 366
119 055,53 719
104 214 958,103 598 516
630 817,639 743
16 492,15 871
15 646,15 136
8,5
34,35
551,530
2 044,2 005
7 220,7 069
63,64
37,36
73,71
18,19
3,3
6,7
