"Principle 7
Businesses should support
a precautionary approach
to environmental
challenges.",,"Our environmental policy commits the Group to running our exploration, mining,
processing and refining operations in an environmentally responsible manner and to
ensuring the wellbeing of our stakeholders.
We integrate environmental management into all aspects of the business, with the
aim of achieving world-class environmental performance in a sustainable manner.
This contribution is further enhanced by the role that PGMs play in the move to a
greener economy. The extent to which we have adopted a precautionary approach
to managing environmental challenges is reviewed in our ESG report.","Further reading
on pages 100
to 123."
"Principle 8
Businesses should
undertake initiatives to
promote greater
environmental responsibility.",,"Initiatives aimed at promoting environmental responsibility are outlined in our annual
ESG report. These include programmes relating to:
• Optimising energy usage
• Promoting sustainable water use
• Reducing our atmospheric emissions
• Responding to risks and opportunities brought about by climate change
• Ensuring effective land management including rehabilitating land where
appropriate and promoting biodiversity
• Minimising our waste streams
• Managing our tailings facilities
• Striving to reduce environmental incidents.","Further reading
on pages 100
to 123."
"Principle 9
Businesses should
encourage the development
and diffusion of
environmentally friendly
technologies.",,"Implats has invested in targeted fuel cell development in South Africa in
collaboration with government and academic institutions to help promote local
technology development, as well as develop local skills and fuel cell manufacturing
and deployment.
The Group has also developed a decarbonisation and energy strategy.
Our current focus is on incorporating renewable energy into our energy mix. Our
inaugural climate change report highlighting risks and opportunities related to
climate change was also published in this reporting period.","Further reading
on pages 100
to 123 and
Climate Change
Report."
