0
2023
2 906
722
2 184
–
11 320
9 690
5 063
2 371
1 637
512
–
128
1 609
1 272
337
–
11 448
124
""
""
""
""
123
1
11 324
4 342
6 982
""
114 122
98 282
71 303
22 677
1 637
2 414
123
128
15 840
6 336
9 504
""
"29 474,00"
"23 354,00"
"3 542,00"
"17 984,00"
"311,00"
"1 484,00"
"2,00"
"31,00"
"6 120,00"
"1 337,00"
"4 783,00"
""
100 810
99 009
88 623
8 377
2 009
""
""
–
