0
2023
16
15
1
–
207
184
98
58
4
1
–
23
23
12
11
–
484
445
282
108
10
20
–
24
39
27
12
–
139
122
55
37
4
5
–
21
16
16
–
–
""
20 069
17 671
"12,292"
2 016
2 379
903
""
81.00
"2 398,00"
"428,00"
"1 970,00"
–
342
""
""
""
""
""
""
""
