,"OUR COMMITMENT //
Our People Promise is to provide a unique employee experience and a
compelling value proposition to a diverse workforce in a safe and inclusive
workplace. This contributes to ensuring that our employees are aligned and
committed to Sasol’s Strategy.","ENT //
e is to provide a unique employee experience and a",None,None,
,,,,,
,,,,,
,,,,,
,,,,,
