None,None,2021,None,None,None
CARBON EMISSIONS,,,,,
,,673 285,,,
,,159 806,,,
,,833 091,,,
,,0.511,,,
,,,,,
WATER MANAGEMENT,,,,,
,,6 668 223,,,
,,1 579 449,,,
,,7 136 027,,,
,,15 383 699,,,
,,139 112,,,
,,6 635 422,,,
,,6 774 534,,,
,,1 940 942,,,
,,945 858,,,
,,598 352 072,,,
,,335 070 273,,,
,,7 742 598,,,
,,561 471 939,,,
,,66 993 353,,,
,,858 686 394,,,
,,605 020 295,,,
,,336 649 722,,,
,,7 881 710,,,
,,73 628 775,,,
,,860 627 336,,,
,,528,,,
,,487,,,
WASTE,,,,,
,,186,,,
,,0.1142,,,
,,7 681,,,
,,4.714,,,
,,2 353,,,
,,29,,,
,,566,,,
,,8 786,,,
,,58,,,
,,474,,,
,,906,,,
,,1 001,,,
,,167,,,
,,8 657,,,
,,255 522,,,
,,38 450,,,
,,6 018,,,
,,322 986,,,
,,97.6%,,,
,,100.0%,,,
