South Africa,"In South Africa, our assessment protocols and methodology are already closely aligned with the National
Environmental Management Act (NEMA) financial provision regulations relating to the financial provision for
prospecting, exploration, mining or production and closure."
Zimplats,"Zimplats conducts annual closure liability assessments aligned with the Group’s assessment methodology and
protocols, and the operation’s closure liability estimates were reviewed by independent closure planning experts
and updated this year."
Impala Canada,"Impala Canada has initiated a new closure plan to include the new tailings expansion. The updated closure plan
and the associated increase to financial provisions are currently under review by regulatory agencies."
