13,13
20.84,19.84
165,187
3746,4062
96,98
62,57
5.4,5.6
80.6,77
20.2,32.1
442,664
51.7,56.2
110,87
35,17
50,70
1 009,732
817,725
855,732
91,72
1,23
17,277
0,0
60,64
40,36
80,73
80,73
4,4
