None,None,2021,None,None,None
ENVIRONMENTAL EFFICIENCY INVESTMENTS,,,,,
,,18 140 418,,,
,,14 957 022,,,
,,–,,,
,,33 097 440,,,
ENVIRONMENTAL COMPLIANCE,,,,,
,,3,,,
,,63,,,
,,0,,,
,,0,,,
,,239,,,
,,5,,,
,,0,,,
CSI/SED EXPENDITURES,,,,,
,,122 433 239,,,
,,0.82,,,
,,27.05,,,
,,12.0,,,
,,2 727 046,,,
,,5 258 537,,,
,,6 769 128,,,
,,5 483 708,,,
,,99 893 760,,,
,,–,,,
,,–,,,
,,–,,,
,,2 301 060,,,
,,35 721 923,,,
