"Impala
Rustenburg","All used tyres at Impala are correctly disposed through a contract with a service provider. Dryer ash from our
smelting operation in Rustenburg is collected as an input material by a Rustenburg-based brickmaking company.
Impala Rustenburg procures bricks from this company for on-site construction purposes."
"Impala
Refineries",Fly ash from the Refineries operation continues to be used in brickmaking plants.
Marula,"Plans are in place to establish a charcoal plant from waste timber, which will be operated and managed by a local
host community company. Paper, cardboard boxes, scrap metals and conveyor belt collection and recycling are
ring-fenced for local host community companies."
Zimplats,"Zimplats continues to work with communities to promote an anti-littering culture and responsible waste disposal, as
well as to seek partnerships to increase recycling of non-mineral waste and drive sustainable economic
development, both during operations and after mine closure.
The project to investigate alternative uses of slag, in partnership with the Chinhoyi University of Technology, is
progressing well. Paving blocks, sample bricks and concrete blocks have been produced from the furnace slag
mixtures. Planning is underway for pilot testing of these slag products at Zimplats, with commercialisation the
ultimate goal. The 1.5km road constructed using slag and waste rock at Zimplats, featured in last year’s report,
continues to demonstrate its robustness in all weather conditions. Plans are in place to construct other roads using
this waste material."
Impala Canada,"Impala Canada has established a collection and management system for used tyres through a partnership with
a local company, Fountain Tyre. The operation retreads (re-uses) a significant amount of tyres, diverting them from
landfill and significantly reducing environmental impacts."
