"Impala
Rustenburg","Impala Rustenburg has a progressive shaft closure decommissioning and rehabilitation project in place, with the
first phase of the project completed in 2023. Most of the structural steel was removed from the 2A and 8 Shafts,
with demolition of the concrete structures such as buildings, plinths and floors progressing well. The shafts are
scheduled to be fully rehabilitated during the year, including the remediation of contaminated surface and/or
underground areas. The final grassing and amelioration will be completed in the wet season after rehabilitation
activities. Although we have a statutory obligation to restore land to grazing as a minimum, we are constantly
reviewing and aligning our post-closure land use in consultation with stakeholders.
We appointed a host community black-female owned company to carry out our shaft rehabilitation programme.
Once a shaft or portions of a shaft have been rehabilitated, the associated closure liability will be updated. This will
have a positive financial impact on the quantum of the rehabilitation obligation. Reclaimed assets will be reused at
other shafts or sold, with the resale value being used to offset rehabilitation costs."
"Impala
Refineries","This operation has applied to subdivide the surface area linked to an old gold mining-related tailings dam footprint.
This has been done to expedite rehabilitation efforts, which remain contractually the responsibility of the previous
operator (gold mining company)."
Marula,"The topsoil generation project at the operation’s decommissioned TSF, aimed at mitigating water erosion and
preventing dust from being generated, continues to yield positive results (see page 116)."
Zimplats,"Zimplats’ concurrent rehabilitation of impacted land involves the revegetation of rehabilitated pits with indigenous
grass seed and the monitoring of established vegetation.
The rehabilitation of the old open pits at Ngezi continues to progress well. The programme rehabilitated 10ha of
land with the planting of indigenous grass and trees (2022: 10 ha) and 0.4 million loose cubic metres of soil were
moved for backfilling (2022: 0.4 million).
Zimplats also planted 1 850 tree saplings (2022: 2 350) on its TSFs. The revegetation covered 1.3 ha (2022:1.6 ha)."
"Impala
Canada","Impala Canada and Fort William First Nation worked together to complete the first phase of the closure
requirements at the Shebandowan Mine site, a 50:50 joint venture between Vale Canada and Impala Canada.
Impala Canada has invested approximately C$800 000 to bring the landscape back to its original natural condition.
In late spring of 2023, the second phase of closure began with Fort William First Nation leading the selection of
seed mixtures and tree seedlings for Shebandowan West. Local topsoil will be used in the process. Going forward,
Impala Canada will conduct annual water testing at the site, as defined by the closure plan."
