"OUR COMMITMENT //
At Sasol, we strive for excellence in the sustainable supply and
delivery of goods, services and products to maximise shared
value for our organisation and all our stakeholders. We actively
focus on building robust, mutually beneficial relationships with
our supply chain stakeholders, by ensuring that we understand,
translate and proactively deliver on commitments, on time
and at the required quality and price. We are committed to
developing our fenceline communities and prioritising
local procurement.","OUR COMMITMENT //
At Sasol, we strive for excellence in the sustainable supply and",None,None,,None
,,,,,
,,ble supply and,,,
,,,,,
,,,,,
