pdf,page,table_index,csv_path,nrows,ncols
ESG-spreads.pdf,49,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p49_t0.csv,0,7
ESG-spreads.pdf,49,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p49_t1.csv,3,2
ESG-spreads.pdf,49,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p49_t2.csv,1,2
ESG-spreads.pdf,50,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p50_t0.csv,0,7
ESG-spreads.pdf,51,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p51_t0.csv,0,6
ESG-spreads.pdf,51,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p51_t1.csv,1,2
ESG-spreads.pdf,51,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p51_t2.csv,0,2
ESG-spreads.pdf,51,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p51_t3.csv,5,4
ESG-spreads.pdf,51,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p51_t4.csv,2,1
ESG-spreads.pdf,52,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p52_t0.csv,0,7
ESG-spreads.pdf,52,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p52_t1.csv,6,2
ESG-spreads.pdf,52,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p52_t2.csv,2,1
ESG-spreads.pdf,53,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t0.csv,0,7
ESG-spreads.pdf,53,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t1.csv,3,5
ESG-spreads.pdf,53,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t2.csv,1,2
ESG-spreads.pdf,53,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t3.csv,2,5
ESG-spreads.pdf,53,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t4.csv,3,2
ESG-spreads.pdf,53,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t5.csv,2,1
ESG-spreads.pdf,53,6,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t6.csv,2,1
ESG-spreads.pdf,53,7,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t7.csv,2,1
ESG-spreads.pdf,53,8,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t8.csv,2,1
ESG-spreads.pdf,53,9,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t9.csv,2,1
ESG-spreads.pdf,53,10,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t10.csv,2,1
ESG-spreads.pdf,53,11,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t11.csv,2,1
ESG-spreads.pdf,53,12,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t12.csv,2,1
ESG-spreads.pdf,53,13,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t13.csv,2,1
ESG-spreads.pdf,53,14,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p53_t14.csv,2,1
ESG-spreads.pdf,54,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p54_t0.csv,0,7
ESG-spreads.pdf,54,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p54_t1.csv,3,3
ESG-spreads.pdf,54,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p54_t2.csv,2,1
ESG-spreads.pdf,54,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p54_t3.csv,4,3
ESG-spreads.pdf,55,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t0.csv,0,7
ESG-spreads.pdf,55,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t1.csv,2,3
ESG-spreads.pdf,55,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t2.csv,1,3
ESG-spreads.pdf,55,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t3.csv,3,3
ESG-spreads.pdf,55,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t4.csv,2,5
ESG-spreads.pdf,55,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t5.csv,2,5
ESG-spreads.pdf,55,6,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t6.csv,2,5
ESG-spreads.pdf,55,7,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t7.csv,2,5
ESG-spreads.pdf,55,8,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t8.csv,4,5
ESG-spreads.pdf,55,9,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p55_t9.csv,4,5
ESG-spreads.pdf,56,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p56_t0.csv,0,7
ESG-spreads.pdf,56,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p56_t1.csv,3,1
ESG-spreads.pdf,57,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p57_t0.csv,0,7
ESG-spreads.pdf,57,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p57_t1.csv,1,2
ESG-spreads.pdf,57,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p57_t2.csv,4,2
ESG-spreads.pdf,57,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p57_t3.csv,2,6
ESG-spreads.pdf,58,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p58_t0.csv,0,7
ESG-spreads.pdf,58,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p58_t1.csv,2,1
ESG-spreads.pdf,59,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p59_t0.csv,0,7
ESG-spreads.pdf,59,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p59_t1.csv,1,2
ESG-spreads.pdf,59,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p59_t2.csv,2,1
ESG-spreads.pdf,59,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p59_t3.csv,1,2
ESG-spreads.pdf,60,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p60_t0.csv,0,7
ESG-spreads.pdf,60,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p60_t1.csv,4,2
ESG-spreads.pdf,60,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p60_t2.csv,2,1
ESG-spreads.pdf,60,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p60_t3.csv,3,5
ESG-spreads.pdf,61,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p61_t0.csv,0,7
ESG-spreads.pdf,61,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p61_t1.csv,2,2
ESG-spreads.pdf,61,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p61_t2.csv,4,2
ESG-spreads.pdf,61,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p61_t3.csv,2,1
ESG-spreads.pdf,62,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p62_t0.csv,0,7
ESG-spreads.pdf,62,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p62_t1.csv,4,2
ESG-spreads.pdf,62,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p62_t2.csv,2,1
ESG-spreads.pdf,62,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p62_t3.csv,2,1
ESG-spreads.pdf,62,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p62_t4.csv,2,1
ESG-spreads.pdf,63,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p63_t0.csv,0,7
ESG-spreads.pdf,64,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p64_t0.csv,0,7
ESG-spreads.pdf,64,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p64_t1.csv,0,2
ESG-spreads.pdf,64,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p64_t2.csv,6,3
ESG-spreads.pdf,64,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p64_t3.csv,0,2
ESG-spreads.pdf,64,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p64_t4.csv,14,3
ESG-spreads.pdf,65,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p65_t0.csv,0,7
ESG-spreads.pdf,66,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t0.csv,0,7
ESG-spreads.pdf,66,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t1.csv,1,13
ESG-spreads.pdf,66,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t2.csv,8,13
ESG-spreads.pdf,66,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t3.csv,2,1
ESG-spreads.pdf,66,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t4.csv,10,13
ESG-spreads.pdf,66,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t5.csv,0,5
ESG-spreads.pdf,66,6,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p66_t6.csv,8,13
ESG-spreads.pdf,67,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t0.csv,0,7
ESG-spreads.pdf,67,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t1.csv,2,1
ESG-spreads.pdf,67,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t2.csv,1,13
ESG-spreads.pdf,67,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t3.csv,10,13
ESG-spreads.pdf,67,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t4.csv,8,13
ESG-spreads.pdf,67,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t5.csv,10,13
ESG-spreads.pdf,67,6,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t6.csv,7,3
ESG-spreads.pdf,67,7,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p67_t7.csv,7,3
ESG-spreads.pdf,68,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t0.csv,0,7
ESG-spreads.pdf,68,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t1.csv,12,1
ESG-spreads.pdf,68,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t2.csv,16,5
ESG-spreads.pdf,68,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t3.csv,16,5
ESG-spreads.pdf,68,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t4.csv,2,1
ESG-spreads.pdf,68,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t5.csv,1,2
ESG-spreads.pdf,68,6,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t6.csv,11,2
ESG-spreads.pdf,68,7,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t7.csv,2,1
ESG-spreads.pdf,68,8,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p68_t8.csv,14,1
ESG-spreads.pdf,69,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p69_t0.csv,0,7
ESG-spreads.pdf,69,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p69_t1.csv,16,5
ESG-spreads.pdf,69,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p69_t2.csv,37,1
ESG-spreads.pdf,69,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p69_t3.csv,0,5
ESG-spreads.pdf,69,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p69_t4.csv,6,5
ESG-spreads.pdf,69,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p69_t5.csv,3,3
ESG-spreads.pdf,70,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p70_t0.csv,0,7
ESG-spreads.pdf,70,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p70_t1.csv,32,2
ESG-spreads.pdf,70,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p70_t2.csv,36,1
ESG-spreads.pdf,71,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p71_t0.csv,0,7
ESG-spreads.pdf,71,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p71_t1.csv,0,2
ESG-spreads.pdf,71,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p71_t2.csv,43,5
ESG-spreads.pdf,71,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p71_t3.csv,0,2
ESG-spreads.pdf,71,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p71_t4.csv,39,6
ESG-spreads.pdf,72,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p72_t0.csv,0,7
ESG-spreads.pdf,72,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p72_t1.csv,0,2
ESG-spreads.pdf,72,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p72_t2.csv,44,5
ESG-spreads.pdf,72,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p72_t3.csv,28,6
ESG-spreads.pdf,73,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p73_t0.csv,0,7
ESG-spreads.pdf,73,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p73_t1.csv,0,2
ESG-spreads.pdf,73,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p73_t2.csv,50,5
ESG-spreads.pdf,73,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p73_t3.csv,0,2
ESG-spreads.pdf,73,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p73_t4.csv,51,6
ESG-spreads.pdf,74,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t0.csv,0,7
ESG-spreads.pdf,74,1,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t1.csv,0,2
ESG-spreads.pdf,74,2,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t2.csv,17,5
ESG-spreads.pdf,74,3,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t3.csv,12,5
ESG-spreads.pdf,74,4,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t4.csv,23,5
ESG-spreads.pdf,74,5,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t5.csv,6,3
ESG-spreads.pdf,74,6,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t6.csv,3,3
ESG-spreads.pdf,74,7,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p74_t7.csv,7,3
ESG-spreads.pdf,75,0,/home/souhail/Desktop/financial-rag/data/processed/tables/ESG-spreads_p75_t0.csv,0,7
SASOL Sustainability Report 2023 20-09_0.pdf,0,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p0_t0.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,1,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,1,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t1.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,1,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t2.csv,2,3
SASOL Sustainability Report 2023 20-09_0.pdf,1,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t3.csv,2,4
SASOL Sustainability Report 2023 20-09_0.pdf,1,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t4.csv,2,4
SASOL Sustainability Report 2023 20-09_0.pdf,1,5,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t5.csv,2,4
SASOL Sustainability Report 2023 20-09_0.pdf,1,6,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p1_t6.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,2,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p2_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,2,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p2_t1.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,2,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p2_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,2,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p2_t3.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,2,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p2_t4.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,3,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p3_t0.csv,5,3
SASOL Sustainability Report 2023 20-09_0.pdf,4,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p4_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,4,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p4_t1.csv,4,8
SASOL Sustainability Report 2023 20-09_0.pdf,4,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p4_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,4,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p4_t3.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,4,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p4_t4.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,4,5,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p4_t5.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,5,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p5_t0.csv,3,1
SASOL Sustainability Report 2023 20-09_0.pdf,6,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p6_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,7,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p7_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,7,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p7_t1.csv,2,2
SASOL Sustainability Report 2023 20-09_0.pdf,8,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p8_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,8,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p8_t1.csv,2,2
SASOL Sustainability Report 2023 20-09_0.pdf,9,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p9_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,10,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p10_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,10,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p10_t1.csv,5,10
SASOL Sustainability Report 2023 20-09_0.pdf,10,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p10_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,11,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,11,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t1.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,11,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t2.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,11,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t3.csv,1,2
SASOL Sustainability Report 2023 20-09_0.pdf,11,4,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t4.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,11,5,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t5.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,11,6,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t6.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,11,7,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p11_t7.csv,0,2
SASOL Sustainability Report 2023 20-09_0.pdf,12,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p12_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,12,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p12_t1.csv,6,4
SASOL Sustainability Report 2023 20-09_0.pdf,13,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p13_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,13,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p13_t1.csv,6,5
SASOL Sustainability Report 2023 20-09_0.pdf,13,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p13_t2.csv,5,2
SASOL Sustainability Report 2023 20-09_0.pdf,14,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p14_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,14,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p14_t1.csv,0,3
SASOL Sustainability Report 2023 20-09_0.pdf,14,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p14_t2.csv,5,6
SASOL Sustainability Report 2023 20-09_0.pdf,15,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p15_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,15,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p15_t1.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,16,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p16_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,16,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p16_t1.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,17,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p17_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,17,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p17_t1.csv,10,12
SASOL Sustainability Report 2023 20-09_0.pdf,18,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p18_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,18,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p18_t1.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,18,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p18_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,19,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p19_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,19,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p19_t1.csv,4,6
SASOL Sustainability Report 2023 20-09_0.pdf,20,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p20_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,20,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p20_t1.csv,3,1
SASOL Sustainability Report 2023 20-09_0.pdf,21,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p21_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,21,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p21_t1.csv,7,5
SASOL Sustainability Report 2023 20-09_0.pdf,22,0,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p22_t0.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,22,1,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p22_t1.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,22,2,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p22_t2.csv,2,1
SASOL Sustainability Report 2023 20-09_0.pdf,22,3,/home/souhail/Desktop/financial-rag/data/processed/tables/SASOL Sustainability Report 2023 20-09_0_p22_t3.csv,2,1
